id	middeng	middiao	midini	midkaihe	midshe	midyun	漢字_程序改名	IPA_程序改名	注釋_程序改名	2
1000	三	上	來	開	宕	陽	兩	liɔŋ33	半斤八～	4
1001	三	平	來	開	宕	陽	量	liɔŋ33	数～	2
1002	三	入	來	開	宕	藥	略	liɔt5	省～	2
1003	三	平	精	開	宕	陽	漿	ʨiɔŋ33	豆～，～糊	5
1004	三	上	精	開	宕	陽	獎	ʨiɔŋ21	～金，得～	5
1005	三	去	精	開	宕	陽	醬	ʨiɔŋ33	沙茶～，辣椒～	7
1006	三	入	精	開	宕	藥	雀	ʨʰiɔt21	麻～，～斑	5
1007	三	平	清	開	宕	陽	槍	ʨʰiɔŋ33	手～	2
1008	三	上	清	開	宕	陽	搶	ʨʰiɔŋ21	～劫	2
1009	三	平	從	開	宕	陽	牆	ʨʰiɔŋ24	～壁	2
1010	三	平	心	開	宕	陽	箱	ɬiɔŋ33	皮～	2
1011	三	上	心	開	宕	陽	想	ɬiɔŋ21	～法，思～	5
1012	三	入	心	開	宕	藥	削	ɬɔk21	～皮，剥～	5
1013	三	平	邪	開	宕	陽	詳	ʨʰiɔŋ24	～细	2
1014	三	上	邪	開	宕	陽	象	ʨiɔŋ21	气～	2
1015	三	上	邪	開	宕	陽	象	ɬiɔŋ33	大～	2
1016	三	上	邪	開	宕	陽	像	ʨiɔŋ21	好～，相～	5
1017	三	平	知	開	宕	陽	張	ʧɔŋ33	紧～；姓；装东西	8
1018	三	上	知	開	宕	陽	長	ʧɔŋ24	生～，省～	5
1019	三	去	知	開	宕	陽	脹	ʧɔŋ52	～肚，膨～	5
1020	三	入	知	開	宕	藥	着	ʧɔk21	～衫（穿衣服）	7
1021	三	上	知	開	宕	陽	長	ʧɔŋ24	～期，～短	5
1022	三	上	澄	開	宕	陽	丈	ʦʰɔŋ21	三丈	2
1023	三	入	知	開	宕	藥	着	ʧʰok5	～火	2
1024	三	平	莊	開	宕	陽	裝	ʧɔŋ33	假～	2
1025	三	去	莊	開	宕	陽	壯	ʧɔŋ52	强～	2
1026	三	平	崇	開	宕	陽	牀	ʧʰɔŋ24	眠～	2
1027	三	去	崇	開	宕	陽	狀	ʧʰɔŋ21	告～，～元，～态	8
1028	三	平	生	開	宕	陽	霜	ɬɔŋ33	落～，～降	5
1029	三	上	生	開	宕	陽	爽	ɬɔŋ21	～快，直～	5
1030	三	平	章	開	宕	陽	章	ʧɔŋ33	姓；文～	4
1031	三	上	章	開	宕	陽	掌	ʧɔŋ21	巴～，～握	5
1032	三	上	昌	開	宕	陽	廠	ʧʰɔŋ21	～长	2
1033	三	去	昌	開	宕	陽	唱	ʧʰɔŋ52	～歌	2
1034	三	平	書	開	宕	陽	傷	sɔŋ33	受～	2
1035	三	上	書	開	宕	陽	賞	sɔŋ33	欣～，～金	5
1036	三	平	禪	開	宕	陽	常	sɔŋ24	经～，～识；姓	7
1037	三	上	禪	開	宕	陽	上	sɔŋ33	～山[动]	5
1038	三	上	禪	開	宕	陽	上	sɔŋ33	～背[方位]；～海（地名）	13
1039	三	入	禪	開	宕	藥	勺	sɔk5	饭～	2
1040	三	平	日	開	宕	陽	瓤	nɔŋ24	瓜～	2
1041	三	去	日	開	宕	陽	讓	ȵiɔŋ52	～位	2
1042	三	入	日	開	宕	藥	弱	ȵiɔk5	～点	2
1043	三	平	見	開	宕	陽	薑	kiɔŋ33	～糖	2
1044	三	入	見	開	宕	藥	腳	kiɔk21	赤～	2
1045							強	kʰiɔŋ24	～大，坚～	5
1046	三	入	見	開	宕	藥	卻	kʰiok21	退～，～步	5
1047	三	上	疑	開	宕	陽	仰	ȵiɔŋ33	～视	2
1048	三	平	曉	開	宕	陽	香	sɔŋ33	～味，烧～；～港（地名）	12
1049	三	上	曉	開	宕	陽	響	sɔŋ21	音～	2
1050	三	去	曉	開	宕	陽	向	hiɔŋ52	～东	2
1051	三	平	影	開	宕	陽	秧	iɔŋ33	插～，～苗	5
1052	三	入	影	開	宕	藥	約	jɔk21	大～，～会	5
1053	三	平	以	開	宕	陽	羊	jɔŋ24		0
1054	三	上	以	開	宕	陽	養	jɔŋ33	培～，～猪	5
1055	三	去	以	開	宕	陽	樣	jɔŋ21	一～	2
1056	三	入	以	開	宕	藥	藥	jɔk5	中～，～片	5
1057	三	入	以	開	宕	藥	躍	jɔk21	跳～，大～进	6
1058	一	平	見	合	宕	唐	光	kuɔŋ33	阳～，～明	5
1059	一	上	見	合	宕	唐	廣	kuɔŋ21	推～；～东（地名）	9
1060	一	入	見	合	宕	鐸	郭	kuɔk21	姓，～靖	4
1061	一	入	溪	合	宕	鐸	擴	kʰɔŋ52	～充，～大	5
1062	一	平	曉	合	宕	唐	荒	fɔŋ33	开～，～唐	5
1063	一	入	曉	合	宕	鐸	霍	fɔk21	姓；～乱	4
1064							黃	vɔŋ24	姓；～色	4
1065	三	平	非	合	宕	陽	方	fɔŋ33	地～，大～	5
1066	三	去	非	合	宕	陽	放	fɔŋ52	解～，～心[文]	8
1067	三	上	敷	合	宕	陽	紡	fɔŋ21	～织	2
1068	三	平	奉	合	宕	陽	房	fɔŋ24	～间	2
1069	三	平	奉	合	宕	陽	防	fɔŋ24	～止，国～	5
1070	三	平	微	合	宕	陽	亡	mɔŋ24	死～	2
1071	三	上	微	合	宕	陽	網	mɔŋ21	鱼～，～络	5
1072	三	去	微	合	宕	陽	望	mɔŋ21	失～	2
1073	三	平	羣	合	宕	陽	狂	kʰɔŋ24	发～	2
1074	三	上	影	合	宕	陽	枉	wɔŋ21	冤～	2
1075	三	平	云	合	宕	陽	王	wɔŋ24	姓；大～	4
1076	三	上	云	合	宕	陽	往	wɔŋ21	来～，～日	5
1077	三	去	云	合	宕	陽	旺	wɔŋ21	兴～	2
1078	二	上	幫	開	江	江	綁	pɔŋ21	捆～	2
1079							剝	pɔk5	～削，～皮	5
1080	二	入	知	開	江	覺	桌	ʦʰɔk21	书～	2
1081	二	入	知	開	江	覺	琢	ʦʰɔk5	～磨，雕～	5
1082	二	入	知	開	江	覺	啄	ʦʰɔk5	～木鸟，鸡～米	7
1083	二	入	澄	開	江	覺	濁	ʦʰuk5	浑～	2
1084	二	平	初	開	江	江	窗	ʦʰɔŋ33	门～，～帘	5
1085	二	平	生	開	江	江	雙	ɬuŋ33	一～鞋	3
1086	二	平	見	開	江	江	江	kɔŋ33	长～，～湖	5
1087	二	上	見	開	江	江	講	kɔŋ21	～话	2
1088	二	上	見	開	江	江	港	kɔŋ21	～口；香～（地名）	9
1089	二	去	見	開	江	江	降	kɔŋ52	下～，～低	5
1090	二	入	見	開	江	覺	角	kɔk21	牛～，～色	5
1091	二	入	見	開	江	覺	餃	kau24	饺子，水～	5
1092	二	平	溪	開	江	江	腔	hɔŋ33	口～	2
1093	二	入	溪	開	江	覺	確	kʰɔk21	～定，的～	5
1094	二	入	溪	開	江	覺	殼	hɔk21	贝～	2
1095	二	去	疑	開	效	肴	樂	lɔk5	音～	2
1096	二	去	匣	開	江	江	巷	hɔŋ21	巷子，两条～	6
1097	二	入	匣	開	江	覺	學	hɔk5	数～，～习	5
1098	二	入	影	開	江	覺	握	ɔk21	～手，把～	5
1099	一	入	幫	開	曾	德	北	pɛt21	东南西北	4
1100	一	平	並	開	曾	登	朋	pʰɛn24	～友	2
1101	一	入	明	開	曾	德	墨	mak5	～水	2
1102	一	平	端	開	曾	登	燈	tɛn33	～光	2
1103	一	上	端	開	曾	登	等	tɛn21	～人，高～	5
1104	一	去	端	開	曾	登	凳	tɛn52	凳子	2
1105	一	入	端	開	曾	德	得	tɛt21	获～，～意	5
1106	一	平	定	開	曾	登	藤	tʰɛn24	～椅	2
1107	一	去	定	開	曾	登	鄧	tʰɛn21	姓，～小平	5
1108	一	入	定	開	曾	德	特	tʰɛt5	～别	2
1109	一	平	泥	開	蟹	咍	能	nɛn24	才～，～够	5
1110	一	平	精	開	曾	登	曾	ʦɛn33	姓	1
1111	一	入	精	開	曾	德	則	ʦɛt21	否～，规～	5
1112	一	平	從	開	曾	登	層	ʦʰɛn24	～次	2
1113	一	去	從	開	曾	登	贈	ʦʰɛn21	～送	2
1114	一	入	心	開	曾	德	塞	ɬɛt5	堵～，～车	5
1115	一	上	溪	開	曾	登	肯	kʰɛn21	～定，中～[文]	8
1116	一	上	溪	開	曾	登	肯	hɛn21	愿意，～去[白]	8
1117	一	入	溪	開	曾	德	克	hᴇt21	～服，攻～	5
1118	一	入	曉	開	曾	德	黑	hɛt21	～白	2
1119	三	平	幫	開	曾	蒸	冰	pɛn33	结～，～箱	5
1120	三	入	來	開	曾	職	力	lɛt5	大～，～量	5
1121	三	入	心	開	曾	職	息	ɬɛt21	休～[文]	5
1122	三	入	澄	開	曾	職	直	ʦʰɛt5	～接	2
1123	三	入	生	開	曾	職	色	ɬɛt21	颜～，～彩	5
1124	三	平	章	開	曾	蒸	蒸	ʧɛn33	清～，～发	5
1125	三	去	章	開	曾	蒸	證	ʧɛn52	～明	2
1126	三	入	章	開	曾	職	織	ʧɛt21	纺～，～布	5
1127	三	去	昌	開	曾	蒸	秤	ʧʰɛn52	用以称物，～砣	7
1128	三	入	船	開	曾	職	食	sɛt5	粮～；吃	4
1129	三	平	書	開	曾	蒸	升	sɛn33	～级	2
1130	三	平	書	開	曾	蒸	勝	sɛn52	～利，战～	5
1131	三	入	書	開	曾	職	識	sɛt21	相～，～字	5
1132	三	入	羣	開	曾	職	極	kʰɛt21	南～	2
1133	三	平	曉	開	曾	蒸	興	sɛn33	～旺；绍～（地名）	9
1134	三	平	曉	開	曾	蒸	興	sɛn52	高～，～趣[文]	8
1135	三	平	曉	開	曾	蒸	興	sɛn52	高兴[白]	5
1136	三	平	以	開	曾	蒸	蠅	jɛn24	乌～（苍蝇）	6
1137	三	入	以	開	曾	職	翼	jɛt21	鸡～，机～	5
1138	一	入	見	合	曾	德	國	kᵘɔk21	～家，中～	5
1139	一	平	匣	合	曾	登	弘	waŋ24	～扬	2
1140	一	入	匣	合	曾	德	或	wak5	～者	2
1141	二	入	幫	開	梗	陌	百	pak21	～姓	2
1142	二	入	滂	開	梗	陌	拍	pʰak21	～片，～球	5
1143	二	平	並	開	梗	庚	彭	pʰɛn24	姓，～德怀	5
1144	二	入	並	開	梗	陌	白	pʰak5	～色	2
1145	二	上	明	開	梗	庚	猛	maŋ21	～烈，凶～	5
1146	二	上	端	開	梗	庚	打	ta21	～针	2
1147	二	上	來	開	梗	庚	冷	laŋ33	～热，～清	5
1148							撐	ʦʰaŋ33	支～，～开	5
1149	二	入	澄	開	梗	陌	擇	ʦʰat5	选～[文]	5
1150	二	入	澄	開	梗	陌	擇	ʦʰat5	～菜[白]	5
1151	二	平	生	開	梗	庚	生	ɬaŋ33	学～，～活[文]	8
1152	二	平	生	開	梗	庚	生	ɬaŋ33	与“死”相对[白]	9
1153	二	平	見	開	梗	庚	更	kən52	～加	2
1154	二	平	溪	開	梗	庚	坑	haŋ33	水～，～沟	5
1155	二	入	溪	開	梗	陌	客	hak5	请～	2
1156	二	去	疑	開	梗	庚	硬	ŋaŋ21	软～	2
1157	二	入	疑	開	梗	陌	額	ŋat21	名～	2
1158	二	去	曉	開	假	麻	嚇	hak21	～一跳	3
1159	一	平	匣	開	宕	唐	行	haŋ24	～为；行走	5
1160	二	平	並	開	梗	耕	棚	pʰən24	楼～，瓜～	5
1161	二	入	明	開	梗	麥	麥	mak5	小～，～芽糖	6
1162	二	入	知	開	梗	麥	摘	ʧak21	～菜	2
1163							爭	ʧaŋ33	～取，斗～[文]	8
1164							爭	ʧaŋ33	相～，～唔多（差不多）[白]	14
1165	二	入	莊	開	梗	麥	責	ʧak21	～任，负～	5
1166							冊	ʧʰak21	两～，～封	5
1167	二	平	見	開	梗	耕	耕	kam33	～田	2
1168	二	上	見	開	梗	耕	耿	kam21	忠心～～；姓，～精忠	10
1169	二	入	見	開	梗	麥	革	kak21	～命，改～	5
1170	二	入	見	開	梗	麥	隔	kak21	～壁	2
1171	二	上	匣	開	梗	耕	幸	hən21	荣～，～福	5
1172	二	入	影	開	梗	麥	扼	ak21	～杀，～制	5
1173	三	平	幫	開	梗	庚	兵	pən33	当～	2
1174	三	上	幫	開	梗	庚	丙	piaŋ21	天干，甲乙丙丁	7
1175	三	去	幫	開	梗	庚	柄	piaŋ52	刀～，把～	5
1176	三	平	並	開	梗	庚	平	pʰən24	和～，～时[文]	8
1177	三	平	並	開	梗	庚	平	pʰən24	～头，～地[白]	8
1178	三	去	並	開	梗	庚	病	pʰiaŋ21	～人	2
1179	三	去	明	開	梗	庚	命	miaŋ21	～令[文]	5
1180	三	去	明	開	梗	庚	命	miaŋ21	～运，算～[白]	8
1181	三	平	見	開	梗	庚	驚	kiaŋ33	害怕；～蛰	5
1182	三	上	見	開	梗	庚	景	kən21	～色，风～	5
1183	三	去	見	開	梗	庚	敬	kən52	尊～，～酒	5
1184	三	去	見	開	梗	庚	鏡	kiaŋ52	镜子	2
1185	三	去	溪	開	梗	庚	慶	hən52	～祝	2
1186	三	入	羣	開	梗	陌	屐	kʰiak5	木～	2
1187	三	平	疑	開	梗	庚	迎	ȵiaŋ24	～接，欢～	5
1188	三	入	疑	開	梗	陌	逆	ŋak5	～风	2
1189	三	平	影	開	梗	庚	英	jən33	～雄；～国（国名）	9
1190	三	上	影	開	梗	庚	影	jaŋ21	电～	2
1191	三	平	明	開	梗	清	名	miaŋ24	姓～	2
1192	三	上	來	開	梗	清	領	liaŋ33	～导，衫～（衣领）	9
1193	三	平	來	開	山	仙	令	lən21	命～，口～	5
1194	三	平	精	開	梗	清	精	ʦən33	～神	2
1195	三	上	精	開	梗	清	井	ʨiaŋ21	～水，～～有条	7
1196	三	入	精	開	梗	昔	跡	ʨiak21	～象，痕～[文]	8
1197	三	入	精	開	梗	昔	跡	ʨiak21	脚～，油～[白]	8
1198	三	平	從	開	梗	清	晴	ʦʰən33	天～	2
1199							淨	ʨiaŋ33	干～	2
1200	三	去	心	開	梗	清	姓	ɬiaŋ52	～名	2
1201	三	入	心	開	梗	昔	惜	ɬɛt21	疼爱[白]	5
1202	三	入	邪	開	梗	昔	席	ʦʰɛt5	酒～，主～	5
1203	三	入	邪	開	梗	昔	蓆	ʨʰiak5	草～	2
1204	三	去	澄	開	梗	清	鄭	ʦʰaŋ52	～重；姓	4
1205	三	平	章	開	梗	清	正	ʦaŋ33	～月	2
1206	三	平	章	開	梗	清	正	ʦən52	立～，～直[文]	8
1207	三	平	章	開	梗	清	正	ʦən52	～好，～来[白]	8
1208	三	入	章	開	梗	昔	隻	ʦak5	两～	2
1209	三	入	昌	開	梗	昔	赤	ʨiak21	～色，～脚	5
1210	三	平	書	開	梗	清	聲	saŋ33	～音，笑～	5
1211	三	平	禪	開	梗	清	城	saŋ24	～市，县～	5
1212	三	入	禪	開	梗	昔	石	sak5	～头，～榴	5
1213	三	上	見	開	梗	清	頸	kiaŋ21	脖子	2
1214	三	平	以	開	梗	清	贏	jaŋ24	～输	2
1215	三	去	以	開	止	支	易	ji33	交～，贸～	5
1216	四	入	幫	開	梗	錫	壁	piak21	墙～	2
1217	四	入	滂	開	梗	錫	劈	pʰiak5	～开，用刀～，雷～	9
1218	四	平	端	開	梗	青	釘	tɛn33	铁～[名]	5
1219	四	上	端	開	梗	青	頂	tən21	山～[白]	5
1220	四	上	端	開	梗	青	頂	tən21	～唔得（顶不住）[文]	11
1221	四	入	端	開	梗	錫	滴	dɛt21	～水，两～	5
1222	四	平	透	開	梗	青	聽	tʰɛn33	～话	2
1223	四	入	透	開	梗	錫	踢	tʰɛk21	～球	2
1224	四	平	定	開	梗	青	停	tʰɛn24	～止	2
1225	四	去	定	開	梗	青	定	tʰɛn21	稳～；永～（地名）	9
1226	四	入	定	開	梗	錫	笛	tʰɛk5	笛子	2
1227	四	入	定	開	梗	錫	敵	tʰɛk5	～人	2
1228	四	平	來	開	梗	青	靈	lɛn24	～活	2
1229	四	去	來	開	梗	青	另	lɛn21	～外	2
1230	四	入	來	開	梗	錫	曆	lɛt5	日～，～书	5
1231	四	平	清	開	梗	青	青	ʨiaŋ33	～色，～年	5
1232	四	上	心	開	梗	青	醒	ɬiaŋ21	清～，～过来	6
1233	四	入	見	開	梗	錫	激	kɛt21	～动	2
1234	四	平	匣	開	梗	青	形	jiŋ24	～状，地～	5
1235	二	上	見	合	梗	庚	礦	kᵘɔŋ52	煤～，～工	5
1236							橫	wɔŋ24	～直	2
1237	三	平	曉	合	梗	庚	兄	suŋ33	～弟	2
1238	三	平	云	合	梗	庚	榮	jiŋ24	光～，～誉	5
1239	三	上	云	合	梗	庚	永	jyn21	～远	2
1240	三	平	溪	合	梗	清	傾	kʰɛn33	～向，左～	5
1241	一	入	幫	合	通	屋	卜	pʰɔk5	萝～	2
1242	一	平	並	合	通	東	篷	pʰən24	帐～	2
1243	一	平	明	合	通	東	蒙	mən24	～蔽，天～～，～古（地名）	13
1244	一	入	明	合	通	屋	木	muk21	～工	2
1245	一	平	端	合	通	東	東	tɔŋ33	东南西北	4
1246	一	去	端	合	通	東	凍	laŋ33	冰～，～伤	5
1247	一	平	透	合	通	東	通	tʰuŋ33	～过，～风，打～	8
1248	一	上	透	合	通	東	桶	tʰuŋ21	水～	2
1249	一	去	透	合	通	東	痛	tʰuŋ52	～苦	2
1250	一	平	定	合	通	東	同	tʰuŋ24	相～，～学	5
1251	一	去	定	合	通	東	洞	tʰuŋ21	山～，～察	5
1252	一	入	定	合	通	屋	讀	tʰuk5	～书，阅～	5
1253	一	平	來	合	通	東	聾	luŋ33	耳～	2
1254	一	入	來	合	通	屋	鹿	luk5	～角，梅花～	6
1255	一	上	精	合	通	東	總	ʦuŋ21	～共，汇～	5
1256	一	去	精	合	通	東	糉	ʦuŋ52	粽子	2
1257							蔥	ʦʰuŋ33		0
1258	一	入	從	合	通	屋	族	ʦʰuk5	～长，民～	5
1259	一	去	心	合	通	東	送	ɬuŋ52	～人	2
1260	一	入	心	合	通	屋	速	ʦʰuk21	～度	2
1261	一	平	見	合	通	東	公	kuŋ33	～安，办～	5
1262	一	去	見	合	通	東	貢	kuŋ52	～献	2
1263	一	入	見	合	通	屋	穀	kuk21	五～	2
1264	一	平	溪	合	通	東	空	huŋ33	～虚，天～	5
1265	一	去	溪	合	通	東	控	huŋ52	～制	2
1266	一	平	匣	合	通	東	紅	fuŋ24	～色	2
1267	一	平	影	合	通	東	翁	juŋ33	白头～；姓	5
1268	一	入	影	合	通	屋	屋	ok21	老～	2
1269	一	平	泥	合	通	冬	農	nuŋ24	～村	2
1270	一	平	精	合	通	冬	宗	ʧuŋ33	祖～，～教	5
1271	一	去	心	合	通	東	鬆	ɬuŋ33	轻～，放～	5
1272	三	平	非	合	通	東	風	fuŋ33	大～，～气	5
1273	三	入	非	合	通	屋	福	fuk21	～气，享～	5
1274	三	去	奉	合	通	東	鳳	fuŋ21	～凰	2
1275	三	入	奉	合	通	屋	服	fuk5	～务	2
1276	三	去	明	合	通	東	夢	muŋ21	发～	2
1277	三	入	來	合	通	屋	六	luk21	数字	2
1278	三	去	心	開	流	尤	宿	ɬuk21	～舍，住～	5
1279	三	入	知	合	通	屋	竹	ʦuk21	～叶	2
1280	三	平	澄	合	通	東	蟲	ʦʰuŋ24	害～	2
1281	三	入	澄	合	通	屋	軸	ʦʰuk5	压～，～承	5
1282	三	入	生	合	通	屋	縮	suk5	压～，～小	5
1283	三	平	章	合	通	東	終	ʦuŋ33	～于，始～	5
1284	三	入	章	合	通	屋	祝	ʦuk21	～贺，庆～	5
1285	三	平	昌	合	通	東	充	ʦʰuŋ33	～分，冒～	5
1286	三	入	書	合	通	屋	叔	suk21	二～，～～	5
1287	三	入	禪	合	通	屋	熟	suk5	煮～，～悉	5
1288	三	入	日	合	通	屋	肉	ȵok21	猪～	2
1289	三	平	見	合	通	東	弓	kuŋ33	～箭	2
1290	三	入	見	合	通	屋	菊	kuk21	～花	2
1291	三	平	羣	合	通	東	窮	kʰuŋ24	～人，无～	5
1292	三	入	曉	合	通	屋	蓄	ʦʰuk21	储～，～水	5
1293	三	平	云	合	通	東	熊	juŋ24	～猫	2
1294	三	平	云	合	通	東	雄	hiɔŋ24	英～	2
1295	三	入	以	合	通	屋	育	juk21	教～	2
1296	三	平	娘	合	通	鍾	濃	nɔŋ24	～淡；稠密[白]	8
1297	三	平	來	合	通	鍾	龍	lɔŋ24	～头	2
1298							綠	luk5	～色	2
1299	三	平	精	合	通	鍾	蹤	zuŋ33	失～，～影	5
1300	三	入	精	合	通	燭	足	zuk21	～球，满～	5
1301	三	平	清	合	通	鍾	從	ʦʰuŋ24	跟～，～来	5
1302	三	入	心	合	通	燭	粟	ɬuk21	包～，～米，～子粄	9
1303	三	平	邪	合	通	鍾	松	ʦʰɔŋ24	～树	2
1304	三	去	邪	合	通	鍾	頌	ʦʰɔŋ21	歌～	2
1305	三	入	邪	合	通	燭	俗	ʦʰuk5	风～	2
1306	三	平	章	合	通	鍾	鐘	ʧuŋ33	两点～，闹～	6
1307	三	上	章	合	通	鍾	種	ʧuŋ21	～类，树～[名，量]	10
1308	三	上	章	合	通	鍾	種	ʧuŋ52	～田[动]	5
1309	三	入	昌	合	通	燭	觸	ʦʰuk21	接～，～犯	5
1310	三	入	書	合	通	燭	束	ʦʰuk21	结～	2
1311	三	入	禪	合	通	燭	屬	suk5	～于，家～	5
1312	三	上	見	合	通	鍾	鞏	kuŋ21	～固	2
1313	三	去	羣	合	通	鍾	共	kʰuŋ21	一～，～同	5
1314	三	入	羣	合	通	燭	局	kʰuk5	～部，公安～	6
1315	三	入	疑	合	通	燭	玉	ȵuk5	白～	2
1316	三	平	以	合	通	鍾	容	jɔŋ24	～易，宽～	5
1317	三	上	以	合	通	鍾	勇	ȵuŋ21	～敢	2
1318	三	去	以	合	通	鍾	用	juŋ21	～处	2
1319	三	入	以	合	通	燭	慾	juk5	～望，贪～	5
1320	三	去	羣	開	山	元	健	kian21	～康	2
